K,handler,ef_optimal,sddp_bound,sim_mu,sim_ci,gap_bound_pct,gap_sim_pct,train_time,ef_build_time,ef_solve_time
10,CCD,-57.46986077072475,-45.453777579325546,-56.555051957319726,17.74469024431067,20.90849539263234,1.591806211354229,29.4,150.5,267.5
10,SCD,-57.46986077072475,-45.840154834360746,-39.73405883685607,18.848687953243,20.236182549250575,30.8610490716611,63.2,150.5,267.5
10,LD,-57.46986077072475,-45.78616476070234,-53.3197131300402,19.946139454358487,20.33012757179691,7.2214332608904535,155.4,150.5,267.5
10,Bandit,-57.46986077072475,-45.78198145618444,-65.80166115377511,19.087669198890143,20.337406699433206,-14.497686737557922,34.8,150.5,267.5
